Date,Avg Top Performers,Avg Bottom Performers
2004-01,0.3052,3.8228000000000004
2004-02,4.0912,1.9984
2004-03,4.8759999999999994,0.9888000000000002
2004-04,-2.7916,-1.8664
2004-05,2.7683999999999997,0.9955999999999999
2004-06,5.832000000000001,3.0768
2004-07,-2.8515999999999995,-3.698
2004-08,-0.22159999999999982,2.852
2004-09,2.5736000000000003,3.4932
2004-10,4.1568,1.9272
2004-11,6.9424,4.0104
2004-12,4.219600000000001,3.7176
2005-01,-1.0435999999999999,-2.4823999999999997
2005-02,3.2616,2.136
2005-03,-1.6816000000000002,-1.3612
2005-04,-2.1544,-1.7427999999999997
2005-05,5.3016,4.018400000000001
2005-06,1.5276000000000003,0.8996000000000001
2005-07,6.6808000000000005,7.242000000000001
2005-08,-1.7268000000000001,-0.9936000000000001
2005-09,1.7316000000000003,-0.6240000000000001
2005-10,-0.24760000000000004,-1.7519999999999998
2005-11,5.696400000000001,2.2376
2005-12,-0.6428,-0.35160000000000013
2006-01,7.271600000000001,3.7756000000000007
2006-02,1.1884000000000001,1.6164
2006-03,4.493199999999999,0.9351999999999999
2006-04,0.09279999999999992,1.0083999999999997
2006-05,-2.5112,-2.3848
2006-06,2.7796000000000003,-1.2671999999999999
2006-07,-1.7335999999999998,-0.3587999999999999
2006-08,0.5776000000000001,4.540800000000001
2006-09,1.7047999999999999,0.8900000000000001
2006-10,5.008,3.3232
2006-11,1.7384,3.3064
2006-12,-2.574,2.044
2007-01,5.6904,4.103599999999999
2007-02,1.5784,-1.4848
2007-03,2.084,0.3264
2007-04,4.0244,3.3784000000000005
2007-05,1.7024000000000001,2.896000000000001
2007-06,-3.8004,-2.2656000000000005
2007-07,-3.4256,-5.2307999999999995
2007-08,1.8827999999999998,-0.532
2007-09,2.3444,1.2611999999999997
2007-10,2.898,1.4120000000000001
2007-11,-3.0155999999999996,-3.8360000000000003
2007-12,-1.5695999999999999,1.1564000000000003
2008-01,-5.1788,2.3256
2008-02,-2.1144,-3.1572000000000005
2008-03,0.04799999999999991,0.6576
2008-04,6.741200000000001,4.0724
2008-05,2.4088000000000003,1.3175999999999999
2008-06,-7.9064,-11.811600000000004
2008-07,0.45599999999999985,4.1
2008-08,2.1563999999999997,5.2276
2008-09,-8.9968,-6.289999999999999
2008-10,-20.6848,-20.630399999999998
2008-11,-1.4852,-6.258000000000001
2008-12,4.2096,2.9803999999999995
2009-01,-12.480799999999999,-10.0428
2009-02,-13.731999999999998,-12.573200000000002
2009-03,9.2972,12.2156
2009-04,15.5984,21.413999999999998
2009-05,5.3772,0.3320000000000002
2009-06,1.0719999999999998,1.8732
2009-07,11.875599999999999,13.413999999999998
2009-08,5.0408,4.7336
2009-09,4.2416,1.7011999999999998
2009-10,-4.650399999999999,-4.1732
2009-11,6.136800000000001,4.0280000000000005
2009-12,4.3792,5.9008
2010-01,-2.5980000000000003,-1.7439999999999998
2010-02,7.318400000000001,2.1248
2010-03,7.555600000000001,5.8412
2010-04,3.4192,5.6488
2010-05,-7.91,-7.2204
2010-06,-5.3148,-5.376
2010-07,10.3496,7.861199999999999
2010-08,-5.0552,-3.6188
2010-09,12.713200000000002,7.458800000000001
2010-10,4.27,2.5692000000000004
2010-11,0.1984000000000001,0.5468
2010-12,8.213999999999999,7.313199999999999
2011-01,3.9123999999999994,1.4192000000000002
2011-02,2.3668,4.7452000000000005
2011-03,3.0576,0.604
2011-04,4.3156,3.2083999999999997
2011-05,-1.9124,-1.0107999999999997
2011-06,-0.8195999999999999,-2.4960000000000004
2011-07,-4.7876,-4.5124
2011-08,-6.888800000000001,-3.1884
2011-09,-10.296,-7.0176
2011-10,16.2416,11.29
2011-11,-0.08999999999999991,0.5372
2011-12,2.6999999999999993,2.6056
2012-01,5.6804,5.9556000000000004
2012-02,1.7155999999999998,4.1903999999999995
2012-03,4.1012,2.38
2012-04,2.8720000000000003,0.1888000000000002
2012-05,-3.2588,-6.096800000000001
2012-06,2.1308000000000002,2.9043999999999994
2012-07,1.9460000000000002,-0.5599999999999998
2012-08,0.7984,2.2932
2012-09,1.9416,3.0587999999999997
2012-10,-0.486,2.7028
2012-11,1.5084,1.8976
2012-12,1.9312,1.7692
2013-01,7.0776,6.7548
2013-02,3.0063999999999997,2.1896
2013-03,3.1124,4.272399999999999
2013-04,1.7892,-0.6036
2013-05,0.3704,2.5344
2013-06,-1.1723999999999999,-1.208
2013-07,5.861199999999999,7.308
2013-08,-2.1612,-3.6164
2013-09,4.1624,3.9507999999999996
2013-10,3.7568,3.336
2013-11,0.998,0.5071999999999999
2013-12,2.5724,2.8244000000000007
2014-01,-0.5227999999999998,-1.4251999999999998
2014-02,3.0744,4.8991999999999996
2014-03,0.9335999999999999,1.4568
2014-04,1.2100000000000002,-1.0664
2014-05,0.5928,1.9391999999999998
2014-06,2.812,3.4828
2014-07,-3.83,-1.5228
2014-08,5.1175999999999995,3.7944
2014-09,-3.5936000000000003,-3.5736000000000008
2014-10,9.197199999999999,4.3552
2014-11,2.4964,3.4896000000000003
2014-12,2.8336,0.020000000000000035
2015-01,1.9636000000000002,-2.0780000000000003
2015-02,2.1252,4.698400000000001
2015-03,1.3727999999999998,0.3848000000000001
2015-04,-2.7596000000000003,1.0992
2015-05,3.1548,2.3388
2015-06,-2.572,-0.4243999999999999
2015-07,4.2364,2.0404
2015-08,-4.4628000000000005,-3.9684000000000004
2015-09,0.41039999999999993,-4.203200000000001
2015-10,7.3844,6.232
2015-11,-0.20120000000000007,2.214
2015-12,-1.7211999999999998,-3.3328
