date;AOS;ADM;AFL;AEE;APD;BAX;BXP;CINF;CMI;CMS;COO;DHI;DOV;DTE;ED;EIX;EMN;ESS;FDS;FE;FRT;GL;HBAN;HOLX;IEX;INCY;JBHT;LNC;MAA;MHK;NTRS;NUE;POOL;PNW;PPG;RHI;ROK;ROP;SNA;SJM;STT;SWK;TER;VMC;TTWO;ROL;ATO;AVY;BRO;CHD
30.09.2005;-0.005207198;0.011345297;0.007847102;0.005776823;-0.001378792;-0.001785985;0.018614792;-0.003007093;0.018585811;-0.001035254;0.03150095;0.024965432;-0.002429257;0.001330388;0.006893606;0.033841259;-0.005145095;0.013283569;0.016049732;0.012288764;0.025069924;0.003467991;0.00067436;0.029598282;0.010608341;-0.009776145;0.023842485;-0.00236969;0.016506746;0.005270763;-0.005600285;0.008316468;0.022553963;0.004275928;-0.004964095;0.004660694;0.02183859;0.01253905;-0.004960394;0.006274257;-0.008268352;-7.4816E-05;-0.012855265;0.009746425;0.010573669;0.023757994;0.008746541;-0.009215956;0.009803809;0.017664279
31.10.2005;-0.006897407;0.006216124;0.007754182;0.005712533;0.0001923;0.000741017;0.01797972;-0.000998636;0.020922957;-0.00134166;0.024297346;0.021583921;-0.005482075;0.001901376;0.007669016;0.044165735;-0.004168509;0.015051033;0.00592504;0.016846889;0.023252157;0.004808806;0.000947067;0.027936921;0.007594934;-0.023420472;0.019352007;0.000983795;0.014752699;-0.004574045;-0.006088877;0.011738188;0.015488871;0.009535505;-0.000936737;-0.000775602;0.022169693;0.005915717;-0.002909864;0.003976483;-0.010696709;-0.003747422;-0.02144314;0.008917423;-0.004343889;0.025061843;0.004268733;-0.009014378;0.006459218;0.013266028
30.11.2005;0.001107199;0.006451836;0.009877828;0.00587687;0.002209903;0.00156367;0.018751057;0.000244524;0.021097321;-0.001795811;0.02036831;0.016919379;-0.004876766;-0.000340622;0.004766354;0.040221856;0.002514312;0.015547427;0.00688469;0.012575974;0.023113456;0.004981472;0.002868107;0.026703058;0.006315097;-0.017368655;0.019865596;0.001526507;0.015576898;-0.004214631;-0.001481106;0.013783237;0.017321536;0.007721667;0.000223217;0.00286023;0.022956036;0.005156099;-0.002086929;0.002143334;-0.004083079;-0.000742572;-0.024623337;0.005734779;-0.004824643;0.021800259;0.001960643;-0.005251052;0.010393001;0.010725765
31.12.2005;0.000899634;0.00602312;0.009693327;0.005458661;0.002831043;-0.00163058;0.019815381;0.000962632;0.017880703;-0.006372639;0.015412176;0.020012181;-0.007079142;3.86785E-05;0.005541258;0.039208917;0.002490263;0.014873142;0.007263918;0.012519529;0.023228919;0.004941337;0.002974935;0.030700135;0.006658772;-0.015970236;0.022834939;0.000113009;0.015517389;-0.003554388;-0.003200846;0.013679376;0.017496634;0.005942771;-0.000359531;0.001391965;0.020591609;0.004850156;-0.003207292;0.00107945;-0.004272837;-0.002089568;-0.027212702;0.004649409;-0.009113882;0.023139669;0.001953686;-0.004939279;0.010137961;0.011198808
31.01.2006;-0.005110615;0.007311798;0.009062351;0.002836061;0.002602825;0.000557831;0.018403699;0.000180255;0.018933272;-0.01113928;0.017778973;0.01899331;-0.009213345;-0.003943267;0.000796897;0.034460574;-0.000126056;0.013751962;0.009915623;0.01089407;0.0193127;0.005079365;0.003612944;0.03222886;0.002211935;-0.018979884;0.015942858;0.002105974;0.013869305;-0.004456561;-0.002974803;0.017698188;0.016416463;0.000952293;-0.004833095;0.004421724;0.019778756;0.007919634;-0.003882822;-0.002539142;-0.002593242;-0.004811956;-0.027465985;0.001071059;-0.001534502;0.018129066;-0.003518575;-0.005759985;0.013460787;0.009568132
28.02.2006;-0.001802794;0.011837017;0.005462892;0.003680094;0.003553965;-0.002636698;0.019604229;0.001240764;0.023936082;0.002333565;0.017893508;0.011699541;-0.005318826;-0.001115359;0.003422575;0.033109928;-0.000777005;0.014369874;0.009002202;0.013524815;0.020230124;0.005146687;0.001554753;0.044467191;0.006923701;-0.024006533;0.017098688;-0.00062745;0.014726315;-0.004229553;-0.004188943;0.021760189;0.018234684;0.004321185;-0.004953106;0.002966354;0.015245141;0.008503017;-0.000661416;-0.004149181;-0.003998322;0.003578251;-0.021396044;0.003781428;-0.00024811;0.013428489;-0.003251079;-0.004215955;0.015529694;0.013270118
31.03.2006;-0.000129817;0.015287811;0.006155709;0.003548423;0.007341399;-0.002883946;0.02064493;0.000136557;0.028413088;0.008899865;0.009700254;0.008630413;-0.004049961;-1.06554E-05;0.003243491;0.033395603;0.00179851;0.013621692;0.010046133;0.016504687;0.019373716;0.003235098;0.001931343;0.052500335;0.008953226;-0.01096308;0.020896629;0.005058278;0.016669864;-0.00196679;-0.002289416;0.019413154;0.021173487;0.003193648;-0.002883374;0.006082324;0.015525421;0.019413946;-0.001844413;-0.001647651;-0.000835727;0.004797565;-0.030629823;0.009315225;-0.000729931;0.006277593;-0.001576223;-0.002928561;0.0200179;0.00984897
30.04.2006;0.002338935;0.017011972;0.00466615;0.002938039;0.006514806;0.007654818;0.022781086;-0.001095824;0.026707128;0.007087057;0.009548873;0.006252836;-0.002481527;-0.000164816;0.002047407;0.028273049;0.005564905;0.015261436;0.005665876;0.013171413;0.02038248;0.004742538;0.002842565;0.051080975;0.010277803;-0.007270801;0.015480607;0.004192016;0.016293761;-0.003123437;-0.00115519;0.027561605;0.020803752;-0.000792704;-0.001020191;0.008153084;0.019691169;0.021453471;-0.002417787;-0.002233044;0.002223142;0.006977932;-0.033261637;0.013074542;0.00261883;0.004684398;-0.001838334;-0.004209077;0.019122602;0.011069277
31.05.2006;-0.001510371;0.017426524;0.005776782;0.003523392;0.006714901;0.007640624;0.02029616;-0.000724288;0.02496429;0.009746238;0.008047989;0.002809699;-0.001713797;0.000851;0.001306062;0.026983871;0.006936881;0.014854821;0.004615885;0.014191014;0.016517145;0.006236126;0.002985545;0.042963449;0.008483393;-0.017845758;0.019311191;0.005979821;0.014435598;-0.003167063;0.002820435;0.026370567;0.019569657;-0.000783692;0.000491716;0.010896828;0.018611069;0.019330901;0.000815161;-0.002757188;0.004323068;0.006542365;-0.033473344;0.012019166;-0.00062711;0.004561156;-0.001742011;-0.003569522;0.017741458;0.010213485
30.06.2006;-0.001824971;0.026156284;0.005427836;0.002698269;0.004948628;0.007812145;0.018201662;0.004075921;0.027688818;0.008138058;0.00206991;0.000965218;0.000247053;0.000211193;0.002371086;0.024242132;0.01007054;0.014091826;0.007131586;0.014483783;0.017117439;0.005920059;0.002001397;0.036212355;0.008325613;-0.013649543;0.021218975;0.005935955;0.013676237;-0.004773953;0.001920989;0.02720264;0.017752788;-0.000513599;0.000172301;0.011926322;0.017694958;0.018859144;0.002714826;0.000617731;0.003673638;0.004844683;-0.029302826;0.009804154;-0.0023367;0.004374556;-0.000319537;-0.004370769;0.015404516;0.00984619
