date;AOS;ADM;AFL;AEE;APD;BAX;BXP;CINF;CMI;CMS;COO;DHI;DOV;DTE;ED;EIX;EMN;ESS;FDS;FE;FRT;GL;HBAN;HOLX;IEX;INCY;JBHT;LNC;MAA;MHK;NTRS;NUE;POOL;PNW;PPG;RHI;ROK;ROP;SNA;SJM;STT;SWK;TER;VMC;TTWO;ROL;ATO;AVY;BRO;CHD
31.10.2017;-0.48%;-3.95%;2.98%;7.86%;5.34%;2.65%;-0.87%;-7.84%;5.18%;4.34%;1.24%;10.63%;4.40%;3.56%;6.57%;4.24%;0.87%;3.94%;5.33%;6.79%;-2.28%;4.95%;-0.61%;3.07%;5.46%;-3.08%;-4.31%;3.04%;-4.33%;5.67%;1.64%;3.81%;11.57%;3.64%;6.89%;2.75%;12.60%;5.98%;5.80%;0.98%;-3.37%;6.92%;15.15%;1.71%;8.15%;-4.92%;3.97%;8.39%;3.33%;-6.86%
30.11.2017;7.30%;-2.50%;4.39%;3.10%;2.82%;1.56%;3.39%;6.42%;-5.44%;3.08%;0.30%;15.28%;2.24%;4.55%;3.39%;1.57%;1.64%;-5.96%;5.19%;3.53%;9.62%;5.73%;4.27%;10.14%;5.98%;-12.67%;4.38%;1.33%;0.81%;7.89%;4.48%;-0.65%;3.94%;5.43%;0.44%;10.10%;-3.93%;3.57%;7.30%;9.93%;3.56%;4.92%;-5.72%;3.12%;0.73%;5.48%;5.71%;7.41%;3.06%;4.17%
31.12.2017;-3.46%;1.23%;0.61%;-7.86%;0.55%;-1.21%;3.62%;0.91%;6.12%;-4.64%;-9.75%;0.29%;3.77%;-5.38%;-3.93%;-22.28%;0.20%;-2.37%;-3.38%;-9.40%;0.36%;2.00%;1.02%;2.38%;-2.75%;-4.41%;3.59%;0.33%;-1.93%;-2.46%;2.51%;10.48%;3.42%;-7.31%;0.27%;-2.29%;2.05%;-3.16%;3.33%;7.21%;2.28%;0.32%;3.54%;2.28%;-1.68%;0.78%;-6.52%;0.56%;0.32%;6.90%
31.01.2018;8.86%;7.04%;0.36%;-3.43%;3.09%;11.31%;-4.39%;3.15%;6.31%;-5.51%;12.18%;-4.08%;5.05%;-2.85%;-5.52%;-0.31%;7.60%;-2.89%;3.99%;7.33%;-8.48%;0.03%;11.86%;-0.24%;8.60%;-4.79%;4.97%;7.59%;-5.28%;1.75%;5.39%;5.82%;4.19%;-6.26%;1.52%;4.09%;0.36%;8.22%;-1.84%;2.01%;13.23%;-2.16%;9.36%;5.36%;15.27%;5.92%;-3.60%;7.12%;1.86%;-2.75%
28.02.2018;-3.73%;-3.44%;0.66%;-4.22%;-4.61%;-6.00%;-4.02%;-3.11%;-10.66%;-5.25%;-5.88%;-14.69%;-5.86%;-4.71%;-6.92%;-3.21%;1.81%;-4.04%;1.13%;-1.84%;-5.79%;-5.99%;-3.08%;-9.17%;-4.50%;-5.79%;-1.98%;-7.73%;-9.23%;-14.76%;0.35%;-2.44%;1.95%;-3.00%;-5.41%;-1.51%;-8.47%;-1.92%;-7.17%;-0.57%;-3.76%;-4.35%;-1.07%;-13.16%;-11.79%;1.77%;-3.02%;-3.80%;0.19%;0.59%
31.03.2018;-1.04%;5.16%;-1.07%;4.18%;-1.20%;-4.17%;3.55%;-0.55%;-3.10%;7.48%;-0.85%;4.81%;-1.54%;3.48%;4.93%;4.96%;4.34%;7.42%;-1.69%;6.30%;1.79%;-1.52%;-3.93%;-3.90%;4.06%;-2.26%;-1.11%;-4.19%;6.21%;-3.30%;-2.70%;-6.70%;5.82%;3.58%;-0.47%;1.82%;-3.33%;1.93%;-7.45%;-1.28%;-6.16%;-3.87%;0.78%;-2.91%;-12.70%;1.70%;5.18%;-10.18%;-3.18%;2.73%
30.04.2018;-3.66%;4.49%;4.00%;4.25%;2.62%;6.97%;-0.95%;-4.75%;-1.52%;4.06%;-0.18%;0.54%;-5.76%;1.70%;2.67%;3.78%;-2.96%;0.25%;-5.31%;1.01%;0.49%;2.91%;-0.72%;3.69%;-6.35%;-25.81%;0.10%;-3.45%;0.10%;-9.76%;3.78%;1.37%;-4.96%;0.74%;-5.27%;4.80%;-5.69%;-6.02%;-1.18%;-8.15%;0.34%;-7.35%;-28.93%;-2.31%;1.83%;-5.06%;3.01%;-1.11%;6.90%;-8.40%
31.05.2018;2.96%;-3.80%;-1.26%;0.83%;-0.68%;1.79%;0.16%;-1.52%;-11.07%;-2.39%;-1.19%;-4.51%;2.97%;-2.96%;-4.38%;-5.27%;2.04%;-0.42%;6.15%;-0.08%;2.48%;-2.16%;-0.41%;-2.46%;3.62%;10.08%;8.95%;-5.85%;3.19%;-2.92%;-4.10%;4.03%;2.82%;-0.40%;-4.82%;4.68%;6.47%;4.41%;1.63%;-5.91%;-3.82%;-1.80%;16.33%;14.23%;12.27%;2.44%;2.53%;0.07%;1.88%;1.48%
30.06.2018;-6.36%;5.48%;-4.12%;2.66%;-3.66%;4.37%;2.86%;-3.76%;-6.04%;3.14%;3.90%;-2.73%;-4.76%;1.03%;2.45%;1.65%;-4.31%;-0.12%;-1.27%;5.31%;6.30%;-4.17%;-0.88%;4.77%;-1.42%;-2.00%;-5.06%;-6.23%;7.46%;4.87%;0.22%;-2.77%;6.18%;1.05%;3.08%;2.54%;-4.88%;-0.10%;9.18%;0.53%;-3.28%;-4.76%;0.52%;1.11%;5.46%;5.80%;1.48%;-2.93%;-0.05%;13.61%
31.07.2018;0.48%;5.14%;8.02%;2.67%;6.01%;-2.04%;0.58%;13.83%;7.22%;2.08%;10.48%;6.43%;13.20%;5.54%;1.06%;6.16%;4.04%;1.23%;1.49%;-1.50%;-0.16%;8.02%;5.20%;7.79%;12.37%;-0.85%;-1.52%;9.24%;-0.05%;-12.25%;6.41%;7.58%;1.00%;-0.32%;6.52%;16.21%;12.67%;9.26%;5.36%;3.23%;-4.87%;12.89%;13.45%;-13.38%;-4.67%;4.33%;1.76%;12.71%;5.36%;4.99%
31.08.2018;-2.30%;4.27%;-0.80%;1.73%;1.13%;2.49%;3.76%;1.22%;-0.87%;1.70%;-1.96%;1.69%;3.32%;2.24%;-0.16%;-1.51%;-6.52%;2.26%;13.76%;5.34%;3.91%;-0.13%;4.83%;-7.50%;-0.09%;10.92%;0.55%;-3.36%;3.55%;1.55%;-1.77%;-6.78%;7.02%;-1.64%;-0.27%;3.03%;-3.68%;-1.18%;4.08%;-7.13%;-1.75%;-6.14%;-4.92%;-1.23%;18.01%;9.20%;0.23%;-8.44%;4.01%;1.06%
30.09.2018;-8.26%;0.27%;2.21%;-0.17%;0.31%;3.77%;-5.79%;0.03%;3.68%;0.11%;8.20%;-5.11%;3.52%;-1.96%;-2.74%;2.82%;-1.50%;0.02%;-2.35%;0.28%;-3.32%;-1.55%;-8.11%;2.92%;-1.81%;-6.68%;-1.45%;3.02%;-3.41%;-8.63%;-5.11%;1.37%;1.73%;0.65%;-0.99%;-9.80%;4.02%;-0.87%;4.20%;-0.14%;-3.75%;4.06%;-10.37%;0.47%;3.17%;1.12%;2.21%;2.86%;-2.89%;5.19%
31.10.2018;-14.88%;-6.20%;-8.69%;2.68%;-7.19%;-19.10%;-1.31%;2.89%;-6.61%;0.87%;-6.99%;-14.94%;-6.62%;3.61%;-0.44%;3.27%;-17.86%;2.25%;-0.17%;0.11%;-1.31%;-2.53%;-3.28%;-5.05%;-16.01%;-6.36%;-7.19%;-11.23%;-2.66%;-29.06%;-7.60%;-6.45%;-12.85%;3.69%;-3.89%;-14.19%;-12.34%;-4.68%;-16.34%;5.37%;-17.68%;-20.25%;-6.83%;-9.24%;-6.80%;-2.65%;-1.07%;-16.05%;-4.89%;-0.19%
30.11.2018;4.43%;-2.78%;6.02%;6.08%;4.04%;9.48%;8.47%;3.75%;10.33%;5.01%;7.76%;3.32%;2.29%;6.35%;5.54%;-20.46%;0.42%;4.50%;4.62%;1.30%;6.30%;2.07%;1.63%;13.72%;8.50%;-1.06%;-4.02%;4.93%;6.84%;2.49%;5.31%;2.00%;11.32%;9.43%;3.85%;1.97%;5.65%;5.16%;7.81%;-3.70%;6.03%;12.12%;3.42%;4.34%;-15.08%;7.18%;2.60%;6.08%;3.10%;11.31%
31.12.2018;-10.08%;-10.52%;-0.02%;-5.14%;-0.71%;-3.91%;-14.41%;-5.47%;-11.03%;-4.19%;-8.93%;-6.69%;-16.14%;-8.08%;-4.18%;2.42%;-7.44%;-6.79%;-14.62%;0.02%;-10.84%;-13.95%;-18.50%;-7.65%;-8.31%;-1.23%;-12.53%;-18.72%;-7.79%;-8.87%;-15.96%;-14.44%;-8.45%;-4.86%;-6.28%;-7.25%;-13.42%;-10.64%;-12.30%;-10.07%;-13.83%;-8.22%;-12.06%;-6.48%;-6.34%;-14.75%;-2.76%;-7.02%;-5.23%;-0.52%
31.01.2019;11.87%;9.38%;4.49%;6.81%;3.21%;9.92%;17.95%;5.29%;9.87%;4.81%;9.32%;10.72%;23.58%;7.39%;1.35%;1.23%;11.02%;11.23%;9.03%;4.18%;13.06%;12.17%;12.16%;7.82%;8.98%;26.52%;14.84%;13.78%;5.62%;9.90%;6.28%;18.90%;0.64%;3.22%;2.93%;12.43%;12.44%;6.07%;14.04%;11.97%;13.04%;5.39%;14.48%;2.67%;2.33%;2.95%;5.09%;16.70%;-1.66%;-1.96%
28.02.2019;8.83%;-5.53%;2.84%;2.56%;10.03%;2.91%;0.44%;6.85%;4.56%;4.94%;2.43%;0.96%;2.89%;4.75%;6.00%;4.95%;2.39%;3.01%;7.39%;3.77%;0.59%;-1.41%;8.66%;6.01%;4.68%;6.82%;0.41%;7.45%;3.11%;5.51%;5.18%;-1.27%;6.24%;7.10%;6.01%;5.66%;5.15%;14.28%;-3.79%;0.80%;1.19%;4.56%;13.27%;9.47%;-17.51%;6.32%;1.07%;3.26%;8.88%;1.66%
31.03.2019;2.49%;2.14%;2.12%;3.05%;5.21%;8.89%;0.71%;-1.25%;3.02%;1.91%;3.37%;6.63%;3.97%;0.76%;3.65%;3.20%;-8.43%;3.17%;5.67%;2.93%;3.00%;-0.93%;-12.20%;2.46%;5.11%;-0.45%;-5.89%;-6.30%;5.36%;-7.51%;-3.18%;-3.86%;3.21%;1.77%;1.06%;-4.19%;-1.38%;5.47%;-1.78%;10.72%;-8.62%;2.63%;-2.40%;6.33%;7.96%;5.05%;4.49%;4.40%;-0.27%;8.44%
30.04.2019;-1.62%;3.20%;0.55%;-0.62%;8.22%;-6.37%;3.33%;12.49%;5.12%;-0.19%;-2.32%;6.87%;4.31%;1.34%;1.38%;3.78%;4.54%;-1.88%;10.91%;0.80%;-2.37%;6.76%;10.67%;-4.38%;3.03%;-10.92%;-6.93%;13.45%;-0.14%;7.80%;9.51%;-1.72%;11.48%;-0.53%;3.89%;-4.92%;2.78%;4.97%;7.30%;5.05%;3.34%;7.99%;22.78%;6.30%;2.40%;-7.30%;-0.78%;-1.82%;7.38%;5.01%
31.05.2019;-22.87%;-14.29%;1.62%;0.57%;-1.28%;-3.96%;-5.14%;1.93%;-9.55%;0.80%;2.50%;-3.71%;-9.01%;-0.40%;-0.05%;-7.11%;-17.91%;3.06%;0.63%;-2.09%;-2.54%;-2.46%;-9.33%;-5.32%;-2.73%;2.17%;-10.10%;-10.58%;5.06%;-0.72%;-13.43%;-16.10%;-2.37%;-0.86%;-11.15%;-13.79%;-17.84%;-4.47%;-7.55%;-1.08%;-18.55%;-13.43%;-14.21%;-1.16%;11.48%;-3.05%;-0.74%;-6.17%;-0.78%;-0.93%
30.06.2019;16.26%;7.22%;7.22%;2.23%;11.01%;11.34%;-1.58%;5.35%;14.27%;3.75%;12.95%;1.03%;12.49%;1.74%;2.30%;13.36%;19.71%;-0.11%;3.09%;4.56%;-1.69%;4.44%;9.07%;8.93%;12.91%;7.87%;7.49%;8.23%;2.96%;8.61%;5.06%;14.61%;6.38%;0.01%;11.82%;6.65%;10.52%;6.32%;6.68%;-4.78%;1.29%;13.49%;13.76%;10.01%;4.79%;-4.43%;4.04%;10.99%;6.20%;-1.69%
31.07.2019;-3.82%;0.50%;-4.15%;1.22%;1.18%;2.63%;3.64%;3.90%;-4.47%;0.35%;-0.04%;6.30%;-3.53%;-0.06%;-3.29%;10.39%;-2.56%;4.04%;-3.42%;2.52%;3.11%;1.89%;4.01%;6.54%;-2.47%;-0.24%;11.80%;1.19%;-0.12%;-15.64%;9.45%;-0.78%;-1.04%;-3.24%;0.39%;5.77%;-2.05%;-0.90%;-8.06%;-3.66%;4.31%;2.40%;16.13%;0.57%;7.73%;-6.71%;3.11%;-0.34%;7.06%;3.07%
31.08.2019;2.71%;-7.54%;-4.83%;1.77%;-1.19%;4.58%;-3.57%;4.65%;-9.14%;8.14%;-8.35%;7.55%;-3.37%;1.85%;4.48%;-2.32%;-13.40%;6.14%;-2.04%;4.46%;-2.28%;-2.23%;-7.18%;-3.83%;-1.96%;-3.81%;5.38%;-18.77%;8.19%;-4.81%;-10.44%;-10.09%;3.54%;5.17%;-5.78%;-11.65%;-5.13%;0.82%;-2.74%;-5.58%;-11.83%;-10.14%;-5.11%;1.94%;7.55%;-2.31%;0.93%;0.45%;2.51%;5.59%
30.09.2019;2.38%;8.77%;4.62%;3.58%;-1.98%;-0.47%;0.79%;3.54%;9.76%;1.92%;-4.30%;6.70%;6.61%;2.37%;6.99%;4.18%;12.76%;1.50%;-10.65%;5.59%;5.18%;7.10%;7.52%;2.09%;-0.68%;-9.46%;2.50%;13.89%;2.45%;4.18%;5.95%;3.76%;2.82%;1.67%;7.26%;4.50%;8.35%;-2.95%;5.79%;5.26%;15.18%;9.08%;9.15%;7.13%;-5.20%;3.99%;3.63%;-1.91%;-2.21%;-5.60%
31.10.2019;3.97%;2.20%;1.45%;-2.48%;-3.53%;-12.47%;6.42%;-2.64%;5.87%;-0.21%;-2.18%;-0.81%;4.19%;-3.70%;-2.54%;-16.09%;3.70%;0.58%;4.18%;0.03%;0.53%;1.48%;-0.12%;-4.48%;-5.26%;12.89%;6.08%;-6.53%;6.75%;15.40%;7.43%;6.44%;2.67%;-3.20%;5.42%;2.73%;4.20%;-5.67%;3.76%;-4.10%;12.44%;4.63%;5.74%;-5.69%;-4.14%;11.70%;-1.40%;12.99%;4.33%;-7.20%
30.11.2019;-2.22%;2.00%;3.04%;-4.46%;10.70%;6.75%;0.86%;-5.56%;5.90%;-3.64%;7.47%;5.57%;7.19%;-1.99%;-5.90%;9.74%;2.94%;-4.69%;2.30%;-1.42%;-3.02%;5.66%;5.26%;6.11%;4.85%;12.08%;-1.77%;5.15%;-1.48%;-2.92%;7.46%;4.54%;-0.58%;-7.27%;2.85%;1.50%;13.75%;6.97%;-1.48%;-0.68%;13.55%;4.12%;2.12%;-0.82%;0.71%;-6.05%;-5.03%;1.84%;0.04%;0.31%
31.12.2019;-1.71%;8.71%;-3.20%;3.18%;-0.71%;1.87%;-0.63%;-1.91%;-1.57%;2.37%;2.48%;-4.53%;3.70%;3.81%;4.87%;8.99%;1.00%;-3.77%;3.48%;2.59%;-2.67%;2.28%;1.14%;1.59%;5.55%;-7.40%;1.08%;-0.21%;-3.26%;-2.29%;-1.07%;-0.28%;3.01%;3.63%;3.88%;8.95%;3.94%;-1.84%;6.14%;-0.22%;5.19%;5.39%;8.96%;1.58%;0.75%;-7.27%;5.00%;0.21%;4.71%;0.35%
31.01.2020;-10.52%;-3.56%;-2.64%;7.42%;1.96%;6.85%;4.60%;0.21%;-10.74%;8.89%;7.84%;12.10%;-1.35%;2.81%;3.77%;2.25%;-9.46%;3.50%;6.51%;4.38%;-2.21%;-1.07%;-9.25%;2.38%;-4.87%;-16.45%;-7.71%;-7.81%;3.93%;-3.58%;-7.47%;-15.14%;3.13%;8.50%;-10.36%;-8.02%;-5.56%;7.61%;-5.90%;-0.63%;-3.89%;-4.00%;-3.36%;-1.77%;1.68%;14.32%;4.49%;0.65%;13.60%;5.37%
29.02.2020;-6.97%;-16.00%;-17.03%;-3.84%;-8.12%;-6.56%;-10.17%;-11.28%;-5.55%;-11.93%;-6.55%;-10.14%;-9.88%;-15.91%;-16.27%;-12.35%;-13.81%;-8.64%;-7.15%;-12.45%;-7.06%;-11.10%;-9.70%;-12.08%;-9.53%;3.08%;-10.77%;-16.24%;-5.20%;-8.12%;-10.40%;-13.05%;-3.92%;-7.78%;-12.96%;-13.46%;-4.38%;-7.84%;-9.44%;-0.72%;-10.06%;-9.93%;-11.08%;-15.21%;-13.89%;-1.46%;-11.89%;-12.88%;-4.33%;-6.45%
31.03.2020;-4.53%;-5.96%;-19.80%;-7.94%;-9.24%;-2.61%;-28.60%;-19.21%;-9.98%;-2.31%;-15.20%;-36.12%;-18.06%;-15.08%;-0.36%;-18.59%;-24.40%;-22.41%;-1.88%;-9.46%;-36.00%;-22.46%;-33.22%;-25.64%;-6.81%;-3.02%;-4.26%;-42.14%;-20.42%;-37.20%;-14.15%;-13.02%;-6.86%;-15.44%;-19.75%;-24.81%;-17.47%;-11.47%;-24.44%;8.52%;-21.92%;-30.54%;-7.81%;-10.03%;10.23%;-3.31%;-3.56%;-11.15%;-15.76%;-7.52%
30.04.2020;12.09%;5.57%;8.76%;0.50%;13.75%;9.35%;6.48%;-12.12%;20.82%;-2.83%;4.00%;38.88%;11.57%;10.46%;1.03%;8.40%;31.96%;11.85%;5.49%;2.99%;12.74%;14.41%;14.58%;42.74%;11.24%;33.36%;9.64%;34.76%;8.63%;15.06%;5.94%;15.75%;7.84%;1.58%;8.65%;25.22%;25.56%;9.37%;19.73%;3.52%;19.54%;10.73%;15.45%;4.53%;2.06%;10.68%;2.76%;8.89%;-0.86%;9.05%
31.05.2020;12.69%;5.83%;-2.08%;2.71%;7.11%;1.38%;-11.54%;-10.42%;3.72%;2.60%;10.55%;17.10%;3.83%;3.68%;-4.76%;-1.03%;12.50%;-0.55%;11.81%;2.39%;-4.05%;-6.20%;-3.80%;5.78%;3.73%;4.34%;18.33%;8.26%;4.90%;6.24%;-0.20%;2.59%;27.09%;1.17%;11.92%;7.33%;14.07%;15.65%;-0.47%;-0.86%;-3.31%;13.83%;7.15%;-4.13%;12.48%;4.49%;0.78%;0.24%;11.94%;7.25%
30.06.2020;-0.81%;2.52%;-0.41%;-5.86%;-0.09%;-4.35%;5.11%;8.61%;2.98%;0.47%;-10.53%;0.63%;-0.22%;-0.08%;-3.16%;-6.55%;2.28%;-5.61%;7.08%;-7.38%;6.62%;-3.63%;1.68%;7.54%;-0.51%;2.01%;0.82%;-3.02%;-1.46%;9.17%;0.41%;-2.02%;1.32%;-4.96%;4.90%;4.84%;-0.94%;-1.42%;7.67%;-6.44%;4.24%;11.09%;26.29%;7.30%;2.49%;1.60%;-2.55%;3.08%;1.62%;3.30%
31.07.2020;2.15%;7.33%;-1.29%;14.77%;19.37%;0.59%;-0.32%;22.89%;11.53%;9.85%;-0.26%;19.30%;6.59%;8.60%;6.80%;2.49%;8.23%;-2.79%;5.42%;-25.23%;-9.39%;7.22%;4.08%;22.41%;4.28%;-5.02%;7.52%;1.29%;3.93%;-21.54%;-0.46%;2.31%;16.48%;13.35%;1.49%;-3.72%;2.40%;11.37%;5.30%;3.34%;1.22%;10.60%;5.26%;1.35%;17.51%;23.60%;6.43%;-0.15%;11.55%;24.61%
31.08.2020;2.17%;4.50%;2.10%;-1.42%;1.95%;0.79%;-2.50%;1.89%;7.23%;-5.76%;11.12%;7.86%;6.70%;2.62%;-7.16%;-4.64%;-2.05%;-1.93%;1.17%;-1.42%;3.84%;3.88%;1.50%;-14.43%;9.68%;-2.45%;8.60%;-2.17%;-0.86%;15.62%;4.51%;8.36%;3.51%;-10.88%;11.83%;4.57%;5.67%;-1.10%;1.64%;9.89%;6.73%;5.19%;-4.50%;2.19%;4.36%;5.22%;-5.83%;1.80%;2.04%;-0.53%
30.09.2020;7.81%;4.70%;0.83%;-0.05%;1.91%;-7.38%;-7.57%;-1.82%;2.51%;2.18%;7.22%;6.23%;-0.94%;-3.07%;10.18%;-3.14%;6.84%;-7.27%;-4.23%;1.78%;-7.33%;-3.14%;-2.56%;11.29%;1.20%;-6.87%;-9.90%;-13.10%;-1.01%;5.69%;-4.80%;-1.33%;2.22%;1.63%;1.88%;0.12%;-3.86%;-7.52%;-0.07%;-3.13%;-12.88%;0.97%;-6.49%;13.24%;-3.50%;-1.59%;-3.70%;10.78%;-2.26%;-1.97%
31.10.2020;-2.11%;-0.55%;-6.61%;3.22%;-6.84%;-3.55%;-8.75%;-8.58%;4.12%;3.12%;-5.37%;-11.67%;2.18%;8.21%;0.88%;11.59%;4.33%;2.91%;-8.48%;3.51%;-5.12%;1.48%;15.57%;3.53%;-6.60%;-3.46%;-3.68%;12.02%;0.58%;5.73%;1.25%;7.39%;4.56%;9.41%;6.25%;-4.26%;7.44%;-6.03%;7.06%;-2.88%;0.13%;2.46%;10.68%;6.85%;-6.24%;6.74%;-4.11%;8.79%;-3.90%;-5.69%
30.11.2020;9.48%;7.62%;29.39%;-4.13%;1.40%;-1.94%;35.55%;7.92%;5.12%;-2.84%;5.06%;11.50%;10.21%;1.93%;-2.86%;9.48%;20.47%;20.17%;8.88%;-10.64%;26.80%;15.07%;15.70%;0.44%;13.65%;-2.43%;11.11%;36.07%;9.04%;21.93%;18.96%;12.43%;-1.07%;1.34%;13.13%;26.60%;7.77%;15.13%;11.62%;4.45%;19.65%;10.89%;25.59%;-3.59%;16.51%;-1.17%;4.59%;7.90%;3.48%;-0.71%
31.12.2020;-2.66%;2.01%;1.88%;0.35%;-2.48%;5.47%;-3.71%;14.42%;-1.20%;-0.24%;8.37%;-7.50%;3.86%;-3.51%;-4.34%;2.37%;2.95%;-3.45%;-0.15%;16.81%;-2.42%;1.99%;4.54%;5.34%;3.12%;2.88%;1.22%;6.53%;0.41%;12.01%;0.01%;-0.96%;7.81%;-2.33%;-1.36%;-2.15%;-1.42%;0.95%;-1.98%;-0.63%;3.25%;-2.77%;8.75%;6.45%;15.10%;2.82%;0.14%;3.85%;5.50%;-0.35%
31.01.2021;-0.96%;-0.80%;1.59%;-6.23%;-1.89%;-3.95%;-2.43%;-3.03%;3.21%;-6.78%;0.19%;11.75%;-7.74%;-1.36%;-2.07%;-6.43%;-1.27%;1.80%;-9.08%;0.48%;4.14%;-4.82%;6.01%;9.46%;-6.54%;3.17%;-1.47%;-9.59%;4.77%;1.87%;-3.53%;-7.68%;-4.93%;-5.89%;-6.60%;8.02%;-0.92%;-8.87%;5.16%;0.69%;-3.13%;-2.85%;-5.36%;0.55%;-3.54%;-7.82%;-6.75%;-2.34%;-9.12%;-3.22%
28.02.2021;9.87%;13.14%;6.00%;-3.37%;-4.18%;1.12%;8.61%;16.39%;8.01%;-4.87%;6.08%;0.09%;5.81%;-0.84%;-7.25%;-7.17%;11.09%;6.34%;0.52%;7.74%;15.54%;3.53%;15.95%;-9.58%;5.08%;-12.36%;9.07%;26.02%;2.32%;21.86%;6.66%;22.76%;-5.48%;-6.05%;0.08%;15.24%;-2.11%;-3.76%;12.85%;-3.79%;3.96%;0.78%;13.33%;11.97%;-7.98%;-7.91%;-4.93%;16.13%;6.52%;-6.73%
31.03.2021;13.88%;1.45%;7.63%;15.78%;10.06%;8.90%;2.15%;5.33%;2.91%;14.01%;-0.53%;16.22%;11.69%;13.10%;15.19%;8.54%;0.79%;6.69%;1.80%;5.95%;0.28%;3.46%;2.48%;3.18%;7.25%;3.32%;14.67%;9.50%;7.15%;9.90%;10.49%;34.19%;3.13%;16.33%;11.89%;0.82%;9.58%;6.81%;14.32%;13.86%;15.45%;14.20%;-5.32%;1.28%;-4.21%;3.99%;17.61%;4.82%;-0.20%;11.26%
30.04.2021;0.21%;10.75%;4.98%;5.06%;3.08%;1.60%;9.03%;9.94%;-2.73%;5.18%;6.98%;10.29%;8.79%;6.08%;3.49%;2.58%;5.40%;7.68%;8.95%;9.31%;12.31%;6.06%;-1.63%;-11.87%;7.11%;5.06%;1.57%;2.99%;8.98%;6.86%;9.02%;3.01%;22.60%;4.06%;13.96%;12.22%;-0.44%;10.69%;2.97%;3.52%;0.53%;3.95%;2.79%;5.62%;-0.75%;8.31%;4.80%;17.03%;16.34%;-1.84%
31.05.2021;5.31%;5.39%;5.49%;-0.75%;3.88%;-4.17%;7.51%;8.01%;2.08%;-2.56%;-4.24%;-3.05%;0.88%;-1.45%;-0.22%;-6.02%;8.67%;1.64%;-0.55%;-0.03%;1.33%;3.07%;3.52%;-3.80%;-0.69%;-1.87%;0.49%;9.56%;2.85%;2.52%;6.49%;24.65%;3.32%;0.92%;4.95%;1.35%;-0.20%;0.94%;7.16%;1.76%;3.61%;4.85%;5.81%;2.85%;5.80%;-8.56%;-4.27%;2.97%;-1.24%;-0.01%
30.06.2021;1.39%;-8.41%;-4.77%;-4.94%;-4.00%;-1.97%;-2.53%;-4.18%;-4.74%;-5.19%;0.72%;-4.98%;0.40%;-6.08%;-6.22%;3.49%;-6.90%;1.60%;0.62%;-0.83%;2.48%;-9.65%;-10.03%;5.80%;-0.93%;0.42%;-4.84%;-9.96%;4.80%;-8.78%;-4.60%;-6.45%;5.26%;-3.09%;-5.25%;0.64%;8.89%;4.49%;-11.81%;-2.14%;-5.40%;-5.45%;1.30%;-4.85%;-4.60%;0.54%;-2.47%;-4.67%;1.36%;-0.31%
31.07.2021;-2.40%;-1.45%;2.50%;5.52%;1.69%;-3.58%;3.30%;1.61%;-4.80%;4.59%;6.43%;5.60%;10.97%;7.23%;2.86%;-5.74%;-2.92%;10.12%;6.46%;2.98%;1.22%;-2.25%;-0.30%;12.47%;3.02%;-8.06%;3.38%;-1.94%;14.65%;1.41%;-1.82%;8.90%;4.18%;1.93%;-3.68%;10.39%;7.48%;4.50%;-2.44%;1.19%;6.58%;-3.56%;-5.20%;3.40%;-2.03%;12.08%;2.58%;0.52%;2.37%;1.60%
31.08.2021;3.79%;0.47%;3.05%;4.53%;-7.39%;-1.46%;-3.74%;4.68%;1.67%;3.79%;6.87%;0.20%;4.33%;2.57%;2.28%;7.36%;0.39%;0.80%;6.42%;1.44%;3.61%;3.39%;10.30%;5.48%;-0.95%;-1.11%;5.31%;12.20%;0.19%;1.47%;5.02%;13.02%;3.45%;-7.06%;-2.43%;5.28%;5.86%;-1.52%;3.20%;-5.67%;6.62%;-1.92%;-4.38%;3.30%;-7.03%;1.54%;-1.10%;6.98%;6.71%;-3.37%
30.09.2021;-16.02%;0.61%;-7.50%;-7.66%;-4.97%;5.52%;-4.11%;-7.44%;-4.24%;-6.22%;-8.30%;-12.00%;-10.56%;-7.17%;-2.83%;-4.10%;-10.98%;-3.33%;4.06%;-7.41%;-3.10%;-7.33%;-0.45%;-6.75%;-7.61%;-10.08%;-5.57%;0.15%;-2.92%;-10.30%;-9.04%;-16.22%;-11.97%;-5.90%;-10.04%;-2.61%;-9.35%;-7.69%;-6.59%;-2.21%;-8.81%;-9.29%;-10.03%;-8.84%;-4.43%;-9.03%;-8.97%;-7.79%;-4.32%;-1.01%
31.10.2021;19.65%;7.05%;2.95%;4.72%;17.74%;-1.47%;5.80%;6.89%;6.80%;1.04%;0.87%;6.31%;8.73%;2.19%;3.87%;14.78%;3.92%;7.01%;12.44%;8.17%;2.93%;-0.01%;2.83%;-0.68%;7.55%;-2.62%;17.92%;4.95%;9.35%;-0.11%;14.83%;13.81%;18.59%;-10.88%;12.28%;12.70%;8.62%;9.36%;-2.74%;2.36%;17.10%;2.94%;26.63%;12.39%;17.48%;-0.28%;4.44%;5.07%;13.81%;5.80%
