Date,Top Performers,Bottom Performers
2011-04,"INCY, CMI, EMN, COO, FDS, MAA, AOS, TER, SWK, JBHT","NUE, BAX, NTRS, EIX, VMC, STT, ADM, HOLX, AEE, FE"
2011-05,"INCY, CMI, EMN, COO, FDS, MAA, AOS, TER, SWK, JBHT","NUE, BAX, NTRS, EIX, VMC, STT, ADM, HOLX, AEE, FE"
2011-06,"INCY, CMI, EMN, COO, FDS, MAA, AOS, TER, SWK, JBHT","NUE, BAX, NTRS, EIX, VMC, STT, ADM, HOLX, AEE, FE"
2011-07,"INCY, CMI, EMN, COO, FDS, MAA, AOS, TER, SWK, JBHT","NUE, BAX, NTRS, EIX, VMC, STT, ADM, HOLX, AEE, FE"
2011-08,"INCY, CMI, EMN, COO, FDS, MAA, AOS, TER, SWK, JBHT","NUE, BAX, NTRS, EIX, VMC, STT, ADM, HOLX, AEE, FE"
2011-09,"INCY, CMI, EMN, COO, FDS, MAA, AOS, TER, SWK, JBHT","NUE, BAX, NTRS, EIX, VMC, STT, ADM, HOLX, AEE, FE"
2011-10,"INCY, CMI, EMN, COO, FDS, MAA, AOS, TER, SWK, JBHT","NUE, BAX, NTRS, EIX, VMC, STT, ADM, HOLX, AEE, FE"
2011-11,"INCY, CMI, EMN, COO, FDS, MAA, AOS, TER, SWK, JBHT","NUE, BAX, NTRS, EIX, VMC, STT, ADM, HOLX, AEE, FE"
2011-12,"INCY, CMI, EMN, COO, FDS, MAA, AOS, TER, SWK, JBHT","NUE, BAX, NTRS, EIX, VMC, STT, ADM, HOLX, AEE, FE"
2012-01,"COO, INCY, CMS, CMI, TER, ED, DHI, SJM, PNW, AOS","BRO, MHK, STT, NTRS, LNC, HBAN, NUE, AVY, AFL, VMC"
2012-02,"COO, INCY, CMS, CMI, TER, ED, DHI, SJM, PNW, AOS","BRO, MHK, STT, NTRS, LNC, HBAN, NUE, AVY, AFL, VMC"
2012-03,"COO, INCY, CMS, CMI, TER, ED, DHI, SJM, PNW, AOS","BRO, MHK, STT, NTRS, LNC, HBAN, NUE, AVY, AFL, VMC"
2012-04,"COO, INCY, CMS, CMI, TER, ED, DHI, SJM, PNW, AOS","BRO, MHK, STT, NTRS, LNC, HBAN, NUE, AVY, AFL, VMC"
2012-05,"COO, INCY, CMS, CMI, TER, ED, DHI, SJM, PNW, AOS","BRO, MHK, STT, NTRS, LNC, HBAN, NUE, AVY, AFL, VMC"
2012-06,"COO, INCY, CMS, CMI, TER, ED, DHI, SJM, PNW, AOS","BRO, MHK, STT, NTRS, LNC, HBAN, NUE, AVY, AFL, VMC"
2012-07,"COO, INCY, CMS, CMI, TER, ED, DHI, SJM, PNW, AOS","BRO, MHK, STT, NTRS, LNC, HBAN, NUE, AVY, AFL, VMC"
2012-08,"COO, INCY, CMS, CMI, TER, ED, DHI, SJM, PNW, AOS","BRO, MHK, STT, NTRS, LNC, HBAN, NUE, AVY, AFL, VMC"
2012-09,"COO, INCY, CMS, CMI, TER, ED, DHI, SJM, PNW, AOS","BRO, MHK, STT, NTRS, LNC, HBAN, NUE, AVY, AFL, VMC"
2012-10,"COO, INCY, CMS, CMI, TER, ED, DHI, SJM, PNW, AOS","BRO, MHK, STT, NTRS, LNC, HBAN, NUE, AVY, AFL, VMC"
2012-11,"COO, INCY, CMS, CMI, TER, ED, DHI, SJM, PNW, AOS","BRO, MHK, STT, NTRS, LNC, HBAN, NUE, AVY, AFL, VMC"
2012-12,"COO, INCY, CMS, CMI, TER, ED, DHI, SJM, PNW, AOS","BRO, MHK, STT, NTRS, LNC, HBAN, NUE, AVY, AFL, VMC"
2013-01,"COO, POOL, PPG, AOS, CHD, CMS, CMI, ROP, ESS, EMN","AFL, APD, ADM, TTWO, AVY, NTRS, STT, VMC, NUE, LNC"
2013-02,"COO, POOL, PPG, AOS, CHD, CMS, CMI, ROP, ESS, EMN","AFL, APD, ADM, TTWO, AVY, NTRS, STT, VMC, NUE, LNC"
2013-03,"COO, POOL, PPG, AOS, CHD, CMS, CMI, ROP, ESS, EMN","AFL, APD, ADM, TTWO, AVY, NTRS, STT, VMC, NUE, LNC"
2013-04,"COO, POOL, PPG, AOS, CHD, CMS, CMI, ROP, ESS, EMN","AFL, APD, ADM, TTWO, AVY, NTRS, STT, VMC, NUE, LNC"
2013-05,"COO, POOL, PPG, AOS, CHD, CMS, CMI, ROP, ESS, EMN","AFL, APD, ADM, TTWO, AVY, NTRS, STT, VMC, NUE, LNC"
2013-06,"COO, POOL, PPG, AOS, CHD, CMS, CMI, ROP, ESS, EMN","AFL, APD, ADM, TTWO, AVY, NTRS, STT, VMC, NUE, LNC"
2013-07,"COO, POOL, PPG, AOS, CHD, CMS, CMI, ROP, ESS, EMN","AFL, APD, ADM, TTWO, AVY, NTRS, STT, VMC, NUE, LNC"
2013-08,"COO, POOL, PPG, AOS, CHD, CMS, CMI, ROP, ESS, EMN","AFL, APD, ADM, TTWO, AVY, NTRS, STT, VMC, NUE, LNC"
2013-09,"COO, POOL, PPG, AOS, CHD, CMS, CMI, ROP, ESS, EMN","AFL, APD, ADM, TTWO, AVY, NTRS, STT, VMC, NUE, LNC"
2013-10,"COO, POOL, PPG, AOS, CHD, CMS, CMI, ROP, ESS, EMN","AFL, APD, ADM, TTWO, AVY, NTRS, STT, VMC, NUE, LNC"
2013-11,"COO, POOL, PPG, AOS, CHD, CMS, CMI, ROP, ESS, EMN","AFL, APD, ADM, TTWO, AVY, NTRS, STT, VMC, NUE, LNC"
2013-12,"COO, POOL, PPG, AOS, CHD, CMS, CMI, ROP, ESS, EMN","AFL, APD, ADM, TTWO, AVY, NTRS, STT, VMC, NUE, LNC"
2014-01,"INCY, COO, CHD, POOL, AOS, CMS, MHK, PPG, DTE, SJM","APD, VMC, LNC, NUE, NTRS, TER, CMI, SWK, HOLX, AFL"
2014-02,"INCY, COO, CHD, POOL, AOS, CMS, MHK, PPG, DTE, SJM","APD, VMC, LNC, NUE, NTRS, TER, CMI, SWK, HOLX, AFL"
2014-03,"INCY, COO, CHD, POOL, AOS, CMS, MHK, PPG, DTE, SJM","APD, VMC, LNC, NUE, NTRS, TER, CMI, SWK, HOLX, AFL"
2014-04,"INCY, COO, CHD, POOL, AOS, CMS, MHK, PPG, DTE, SJM","APD, VMC, LNC, NUE, NTRS, TER, CMI, SWK, HOLX, AFL"
